molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_organism
CHEMBL228998,COc1ccc(C[C@@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,Ki,5270.0,nM,5.28,CHEMBL905129,Displacement of [3H]CGP12177 from human beta-2 adrenergic receptor expressed in HEK293 cells,B,Homo sapiens
CHEMBL228996,COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,Ki,1930.0,nM,5.71,CHEMBL905129,Displacement of [3H]CGP12177 from human beta-2 adrenergic receptor expressed in HEK293 cells,B,Homo sapiens
CHEMBL228992,COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,Ki,470.0,nM,6.33,CHEMBL905129,Displacement of [3H]CGP12177 from human beta-2 adrenergic receptor expressed in HEK293 cells,B,Homo sapiens
CHEMBL389390,C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,Ki,27800.0,nM,4.56,CHEMBL905129,Displacement of [3H]CGP12177 from human beta-2 adrenergic receptor expressed in HEK293 cells,B,Homo sapiens
CHEMBL229477,C[C@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,Ki,10300.0,nM,4.99,CHEMBL905129,Displacement of [3H]CGP12177 from human beta-2 adrenergic receptor expressed in HEK293 cells,B,Homo sapiens
CHEMBL229476,C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,Ki,3690.0,nM,5.43,CHEMBL905129,Displacement of [3H]CGP12177 from human beta-2 adrenergic receptor expressed in HEK293 cells,B,Homo sapiens
CHEMBL230203,O=C(Cc1cccc(CCNC[C@H](O)c2ccc(O)c(CO)c2)c1)NCc1ccccc1,EC50,0.096,nM,10.02,CHEMBL889143,Agonist activity at human recombinant beta-2 adrenoceptor expressed in CHO cells assessed as elevation of cAMP,F,Homo sapiens
CHEMBL230487,C[C@H](Cc1cccc(CC(=O)NCc2ccccc2)c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.096,nM,10.02,CHEMBL889143,Agonist activity at human recombinant beta-2 adrenoceptor expressed in CHO cells assessed as elevation of cAMP,F,Homo sapiens
CHEMBL230486,CC(C)(Cc1cccc(CC(=O)NCc2ccccc2)c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.02,nM,10.70,CHEMBL889143,Agonist activity at human recombinant beta-2 adrenoceptor expressed in CHO cells assessed as elevation of cAMP,F,Homo sapiens
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,Ki,0.4,nM,9.40,CHEMBL899656,Binding affinity at human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL393648,O[C@@H](CNC1CCCCC1)COc1cccc2[nH]ccc12,Ki,3.75,nM,8.43,CHEMBL899656,Binding affinity at human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL236514,O[C@@H](CNC12CC3CC(CC(C3)C1)C2)COc1cccc2[nH]ccc12,Ki,6.63,nM,8.18,CHEMBL899656,Binding affinity at human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL236251,C[C@H](Cc1ccc2[nH]c(C(=O)NCC3CCC3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.051,nM,10.29,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL236042,COc1cccc(CCNC(=O)c2cc3cc(C[C@@H](C)NC[C@H](O)c4ccc(O)c(CO)c4)ccc3[nH]2)c1,EC50,0.254,nM,9.60,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL236041,C[C@H](Cc1ccc2[nH]c(C(=O)N(C)Cc3ccccc3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.022,nM,10.66,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL392056,C[C@H](Cc1ccc2[nH]c(C(=O)N[C@H](C)c3ccccc3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.058,nM,10.24,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL430361,C[C@H](Cc1ccc2[nH]c(C(=O)NCc3nccs3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.031,nM,10.51,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL391006,C[C@H](Cc1ccc2[nH]c(C(=O)NCc3ccccn3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.038,nM,10.42,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL235818,C[C@H](Cc1ccc2[nH]c(C(=O)NCc3ccc(S(N)(=O)=O)cc3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.122,nM,9.91,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL394339,C[C@H](Cc1ccc2[nH]c(C(=O)NCc3ccc(O)cc3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.164,nM,9.79,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL235612,C[C@H](Cc1ccc2[nH]c(C(=O)NCc3c(F)cccc3F)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.053,nM,10.28,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL236040,CSc1ccccc1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2[nH]1,EC50,0.038,nM,10.42,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL236039,COc1ccccc1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2[nH]1,EC50,0.02,nM,10.70,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL391946,C[C@H](Cc1ccc2[nH]c(C(=O)NCc3ccccc3)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.049,nM,10.31,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL238347,COc1cccc(OC)c1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2n1Cc1ccccc1,EC50,0.687,nM,9.16,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL237709,CCn1c(C(=O)NCc2c(OC)cccc2OC)cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc21,EC50,2.55,nM,8.59,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL428027,COc1cccc(OC)c1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2n1C,EC50,0.706,nM,9.15,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL391308,CC[C@H](Cc1ccc2[nH]c(C(=O)NCc3c(OC)cccc3OC)cc2c1)NC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.258,nM,9.59,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL237501,COc1cccc(OC)c1CNC(=O)c1cc2cc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)ccc2[nH]1,EC50,0.058,nM,10.24,CHEMBL900403,Agonist activity at human recombinant adrenergic beta-2 receptor expressed in CHO cells assessed as elevation in cAMP levels,F,Homo sapiens
CHEMBL398320,COc1cccc([C@@H](Cc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)c1,Ki,2700.0,nM,5.57,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL250553,CS(=O)(=O)Nc1cc(C[C@H](O)CN[C@H](Cc2ccccc2)c2ccc(OC(F)F)c(OC(F)F)c2)ccc1O,Ki,102.0,nM,6.99,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL400947,COc1ccc([C@@H](Cc2ccccc2)NC[C@@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1O,Ki,1070.0,nM,5.97,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL249359,CS(=O)(=O)Nc1cc(C[C@H](O)CN[C@H](Cc2ccccc2)c2ccc(Cl)c(Cl)c2)ccc1O,Ki,38.0,nM,7.42,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL440961,COc1ccc([C@H](Cc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,820.0,nM,6.09,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL398557,COc1ccc([C@H](Cc2ccccc2)NC[C@@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,24.0,nM,7.62,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL399329,COc1ccc([C@@H](Cc2ccccc2)NC[C@@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,66.0,nM,7.18,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL248548,COc1ccc([C@@H](Cc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,1500.0,nM,5.82,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251581,COc1ccc([C@@H](Cc2ccccc2)NC[C@@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1,Ki,510.0,nM,6.29,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251580,COc1ccc([C@@H](Cc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1,Ki,3100.0,nM,5.51,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL398322,COc1cccc([C@@H](Cc2ccccc2)NC[C@@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)c1,Ki,350.0,nM,6.46,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL400067,COc1ccc([C@H](CCc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,390.0,nM,6.41,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251764,COc1ccc([C@H](CCc2ccc(Cl)cc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,120.0,nM,6.92,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL398241,COc1ccc([C@H](CCc2cccc(Cl)c2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,26.0,nM,7.58,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL447786,COc1ccc([C@H](CCc2ccccc2Cl)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,57.0,nM,7.24,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251555,CS(=O)(=O)Nc1cc(C[C@@H](O)CN[C@@H](CCc2ccccc2)c2ccc(OC(F)F)c(OC(F)F)c2)ccc1O,Ki,71.0,nM,7.15,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251554,COc1cccc([C@H](CCc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)c1,Ki,200.0,nM,6.70,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251347,COc1ccc([C@H](CCc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1,Ki,280.0,nM,6.55,CHEMBL888309,Displacement of [125I]iodocyanopindolol from human cloned adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL245875,O=C(O)c1ccsc1-c1cccc(NCCNC[C@H](O)c2cccc(Cl)c2)c1,EC50,5011.87,nM,5.30,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL245874,O=C(O)c1ccoc1-c1cccc(NCCNC[C@H](O)c2cccc(Cl)c2)c1,EC50,2511.89,nM,5.60,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL245873,C[C@H](CNc1cccc(-c2sccc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,794.33,nM,6.10,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL395834,C[C@H](CNc1ccc(-c2sccc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,630.96,nM,6.20,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL245673,C[C@H](CNc1cccc(-c2occc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,125.89,nM,6.90,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL247520,C[C@H](CNc1ccc(-c2occc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,79.43,nM,7.10,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL393471,C[C@H](CNc1cccc(-c2ocnc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,316.23,nM,6.50,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL247519,C[C@H](CNc1ccc(-c2ocnc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,398.11,nM,6.40,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL393470,C[C@H](CNc1cccc(-c2csc(C(=O)O)n2)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,100.0,nM,7.00,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL247518,C[C@H](CNc1ccc(-c2csc(C(=O)O)n2)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,50.12,nM,7.30,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL247315,C[C@H](CNc1cccc(-c2nc(C(=O)O)cs2)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,158.49,nM,6.80,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL430390,C[C@H](CNc1ccc(-c2nc(C(=O)O)cs2)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,50.12,nM,7.30,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL393469,C[C@H](CNc1cccc(-c2nc(C(=O)O)co2)c1)NC[C@H](O)c1cccc(Cl)c1,EC50,125.89,nM,6.90,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL246908,C[C@H](CNc1ccc(-c2nc(C(=O)O)co2)cc1)NC[C@H](O)c1cccc(Cl)c1,EC50,100.0,nM,7.00,CHEMBL887285,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL251392,O[C@@H](CNCCOc1ccc(-c2cscn2)cc1)c1cccnc1,Ki,10.0,nM,8.00,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL250144,O[C@@H](CNCCOc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1cccnc1,Ki,500.0,nM,6.30,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251599,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)cs1,Ki,120.0,nM,6.92,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL249336,O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1,Ki,10.0,nM,8.00,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL251180,OCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,30.0,nM,7.52,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL250352,CC(C)c1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,49.0,nM,7.31,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL400049,CCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,37.0,nM,7.43,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL249534,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,21.0,nM,7.68,CHEMBL924393,Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL248547,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CC1)C(=O)N2,EC50,35.2,nM,7.45,CHEMBL924511,Agonist activity at human beta-2 adrenergic receptor expressed in CHO cells assessed as cAMP level,F,Homo sapiens
CHEMBL403297,Cc1cc2c(CO)c(CCCCC(=O)O)n(CCc3ccccc3)c2cc1C(=O)O,IC50,15000.0,nM,4.82,CHEMBL944925,Binding affinity to GST tagged human beta 2 adrenergic receptor PDZ1 domain,B,Homo sapiens
CHEMBL522708,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1,Ki,1584.89,nM,5.80,CHEMBL954063,Displacement of radioligand from human cloned adrenergic beta2 receptor,B,Homo sapiens
CHEMBL497963,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,Ki,501.19,nM,6.30,CHEMBL954063,Displacement of radioligand from human cloned adrenergic beta2 receptor,B,Homo sapiens
CHEMBL458541,CC(C)NCC(O)COc1ccc2c(c1)CCCN2Cc1ccccc1,EC50,1156.0,nM,5.94,CHEMBL938626,Agonist activity at adrenergic beta-2 receptor,F,Homo sapiens
CHEMBL530556,COc1ccc(CCNCC(O)COc2ccc3c(c2)CCCN3Cc2ccccc2)cc1,EC50,5895.0,nM,5.23,CHEMBL938626,Agonist activity at adrenergic beta-2 receptor,F,Homo sapiens
CHEMBL520313,CC(=O)O.NS(=O)(=O)c1ccccc1CCCCOCCCCCCNC[C@H](O)c1ccc(O)c(CO)c1,EC50,0.7943,nM,9.10,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL446840,NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1.O=C(O)/C=C/c1ccccc1,EC50,0.1585,nM,9.80,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL475389,CC(=O)O.NS(=O)(=O)c1ccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)cc1,EC50,0.5012,nM,9.30,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL516056,CC(=O)O.CNS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,0.631,nM,9.20,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL474393,CC(=O)O.CN(C)S(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,1.0,nM,9.00,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL514032,CC(=O)O.CC(C)NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,0.5012,nM,9.30,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL500782,CC(=O)O.O=S(=O)(NC1CCCCC1)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,0.1995,nM,9.70,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL506518,CC(=O)O.O=S(=O)(c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1)N1CCCCC1,EC50,1.0,nM,9.00,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL456485,CC(=O)O.O=S(=O)(c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1)N1CCOCC1,EC50,1.259,nM,8.90,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL475236,CC(=O)O.NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@@H](O)c2ccc(O)c(CO)c2)c1,EC50,10.0,nM,8.00,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL475237,NS(=O)(=O)Cc1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,1.585,nM,8.80,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL485847,NS(=O)(=O)O.NS(=O)(=O)c1cccc(CCCOCCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,2.512,nM,8.60,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL483202,CC(=O)O.NS(=O)(=O)c1cccc(CCCCCOCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,7.943,nM,8.10,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL483407,CC(=O)O.NS(=O)(=O)c1cccc(CCCCCCOCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,EC50,25118.86,nM,4.60,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL443435,NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(NC=O)c2)c1.O=C(O)/C=C/C(=O)O,EC50,0.1585,nM,9.80,CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,Homo sapiens
CHEMBL529659,Nc1ccc([C@@H](O)CNCCc2ccc(-c3ccc(C(=O)O)c(OC4CCCCC4)c3)cc2)cn1,EC50,1100.0,nM,5.96,CHEMBL947245,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immuno assay,F,Homo sapiens
CHEMBL487682,CC(C)Cc1cc(-c2ccc(CCNC[C@H](O)c3ccc(N)nc3)cc2)ccc1C(=O)O,EC50,3200.0,nM,5.50,CHEMBL947245,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immuno assay,F,Homo sapiens
CHEMBL324665,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,Ki,0.114,nM,9.94,CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,Homo sapiens
